file,image_url,image_type,domain,is_remote,is_medium_cdn,status_code,content_type,content_length,risk_level,notes
2016-01-15-015debuggrace-murray-hopper-87b851.md,"https://cdn-images-1.medium.com/max/800/0*8jGKGibthMHlw-Zy.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-17-017-202404.md,"https://cdn-images-1.medium.com/max/800/0*cpOMqvs-KJGx_jyq.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-20-020-077cb4.md,"https://cdn-images-1.medium.com/max/800/0*vLRrZa6cql0gsoxT.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-24-024-e5d893.md,"https://cdn-images-1.medium.com/max/800/0*3OIPbry1Uwqn4w30.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-25-025-86c9a2.md,"https://cdn-images-1.medium.com/max/800/0*kFbx2lT9szEw_UVO.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-26-026-b5ebf8.md,"https://cdn-images-1.medium.com/max/800/0*kfvgCf1kxnSXmYML.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2016-01-27-027-09f71d.md,"https://cdn-images-1.medium.com/max/800/0*isdYfQIGWycyfLQe.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*M1pl6wFqctL8sy47Ykpyng@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*69tnXs0NFY2d8zL-o6_VCA@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/400/1*M9TrLoQYcYUR0LDfzOKZvw@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*GQZirLCpy4aM02cOeWNtIA@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/400/1*roq6VnXOAB047Pr1VdetUQ@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*wjGI0n1yvS3hejlTUdszRg@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*R9zh8AXDWEBFtez600XxXQ@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*ahNvutFlNxEyFg1pdMUp3w@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/800/1*iz7_xNPTQaLyFKa2jKRNKQ@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/600/1*GeFdq0FXj9X3iYHO-0m4GQ@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-03-31--eded58.md,"https://cdn-images-1.medium.com/max/800/1*_srUqP3WD9K-S-sgrNHQtQ@2x.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2017-11-11-wikihouse-6c9138.md,"https://cdn-images-1.medium.com/max/800/0*VXquw7cWSIgmKZXM.png",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-02-07-draft-602ddf.md,"https://cdn-images-1.medium.com/max/800/0*s6DB1mTPeNNj8qff.",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-20-seymour-papert-unknown.md,"https://cdn-images-1.medium.com/max/800/1*I4d7m00Y7GFPSh2E-ZyZlA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-24--d8c5a4.md,"https://cdn-images-1.medium.com/max/1200/1*ktrb4dCROl_1X4mTq2oyVQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-24--fafd42.md,"https://cdn-images-1.medium.com/max/800/1*6GsodOozQvmBPPQKjFkOBg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-24-moebius-a4acaf.md,"https://cdn-images-1.medium.com/max/1200/1*sdcFGC3GBcCgjObb1FXNDg.png",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-25-hypercard-unknown.md,"https://cdn-images-1.medium.com/max/800/1*P76P_qde36wq7du3sJgdQw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-03-31-empowering-people-of-spaceship-earth-unknown.md,"https://cdn-images-1.medium.com/max/800/1*6i1GFctSl4oeXCquhaIRAw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-04-01-design-the-dymaxion-american-unknown.md,"https://cdn-images-1.medium.com/max/800/1*0aDhkK-qqlGjXn_54Wnsqw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-04-05--7bc2ec.md,"https://cdn-images-1.medium.com/max/800/1*xOchjghWV0nxpsdXy-8dUA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-06-10--ff64e8.md,"https://cdn-images-1.medium.com/max/800/1*ziSsGQtD8-uoRMGvNyJDBA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-06-14--084314.md,"https://cdn-images-1.medium.com/max/800/1*9KL9-i3QSwY7-5fL6fr3_A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-06-14-1-ec2637.md,"https://cdn-images-1.medium.com/max/1200/1*CaqGIAy6lPwSRMxieclNEg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-06-14-1-ec2637.md,"https://cdn-images-1.medium.com/max/800/1*4Svwa3Tyxj_p5PbX9GOW0A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-22-olpc-100-0f381e.md,"https://cdn-images-1.medium.com/max/800/1*rMwodMtPd53T4unVKaXiOA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--101b4a.md,"https://cdn-images-1.medium.com/max/800/1*vbzKpQcLDUk_vsV1Uyk52w.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--101b4a.md,"https://cdn-images-1.medium.com/max/800/1*3c6QGv1MxLRuJrL5VqFIaQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--101b4a.md,"https://cdn-images-1.medium.com/max/800/1*oN7yQEEs7UnFq_D6gCk7iw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*f0BwyBJhMJLxUiuFVqZJHQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*CB9Tu1FFtZ14siuFGtGnHQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*-aFLnPo3kBVBQwUZe4iv-A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*v5oDqFvPqN6VswUsyr7XZQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*9KL9-i3QSwY7-5fL6fr3_A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-27--6894ff.md,"https://cdn-images-1.medium.com/max/800/1*ARShVNmxWF2u3weFTuLbVQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--5cbe5e.md,"https://cdn-images-1.medium.com/max/800/1*llJH9mkxGD_vq0KrDil_6Q.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--5cbe5e.md,"https://cdn-images-1.medium.com/max/800/1*yvZtw0jRtf-MEWlpANIZiQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--5cbe5e.md,"https://cdn-images-1.medium.com/max/800/1*AKUxU9W-80YQKkfHyuz3OQ.png",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*m1_pFUIM7fZ-jaZncuJoAw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*yiUSm9dKCuIvMuJG1RQ8gw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*hhXvl6EMEc_xT3Aarn6jHA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*Z3hLrItHTv1q8FqVZxgBGw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*yHQOWpZ0Rr00iaGIFtu7qQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*YWiYmp_tg1pTU08U5FUiVA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*9HGwi23FhnRExB3V_lQqvA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*YGt0G8KsXCthgiigKlUOmQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-28--f6ecae.md,"https://cdn-images-1.medium.com/max/800/1*Aa7WHBXPtY14LNmlDrGi-A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--679423.md,"https://cdn-images-1.medium.com/max/800/1*jDnQP0Qmfh-2VgkyDNR_2w.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--679423.md,"https://cdn-images-1.medium.com/max/800/1*Wa4rSaNVWnqzOu_XyORaMg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--679423.md,"https://cdn-images-1.medium.com/max/800/1*D6eRBcpZn35liEuBI9xLCA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--679423.md,"https://cdn-images-1.medium.com/max/800/1*ADmOP_flXk2JKQwRde9G5Q.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--679423.md,"https://cdn-images-1.medium.com/max/800/1*VS3Z2O8BVI7DkioBDm1DCQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--b2b36c.md,"https://cdn-images-1.medium.com/max/800/1*YQricZsOUm7ArlGjSZc78A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--d9ac01.md,"https://cdn-images-1.medium.com/max/800/1*zVQ_Rq0RU_2n9_m2gNivfg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-29--d9ac01.md,"https://cdn-images-1.medium.com/max/800/1*BO3_PLuZXvykXQasOxhTYw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--4788a9.md,"https://cdn-images-1.medium.com/max/800/1*QQ1gE7d92MXOYfSHg-hEFQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--4788a9.md,"https://cdn-images-1.medium.com/max/800/1*JvILIW6MTPyLHxj0CGmV8g.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*RLiThRNZUhHUfWPMSZKgog.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*37guU1QlOkv3fIzesdysHA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*AohkDWw9EPe0d39mqTHpGw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*nxB8cjKBZChXLpwf3EGqyQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*2NVZLqjsR-m-rkoAHsDbgw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*lnGeotFJXnKdWpqWA8_9dg.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*ReIV33rWX5NXYf31apOiIg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-08-30--53b504.md,"https://cdn-images-1.medium.com/max/800/1*ZIDDEW5cIMiSAztIsdVmnA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-02-man-computer-symbiosisj-c-r-licklider-378f0d.md,"https://cdn-images-1.medium.com/max/800/1*0Zvm5M231Fqed2hy_tx2TQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-09-197110-a1dbd5.md,"https://cdn-images-1.medium.com/max/800/1*8-WrhSv81BsBtQjchYg-gg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*jLNS1bjoyHXV2cdhIlHztg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*I-AG9OyyhzM_kWqcwlqEdQ.png",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*FAw7OeaZp8I57rrOP7ID9g.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*2fhm8_DVYUJ1lMrC9vIXVQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*_3zQ5TFCTiQ2eyhCPHBnPg.jpeg",html_img,cdn-images-1.medium.com,true,true,error,,error,high,"Error: error"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*72bgl1-RsXyqwCzsjKW9QQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-12--14dd79.md,"https://cdn-images-1.medium.com/max/800/1*uNKb2GffQESFV0ElcQ80-w.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*-Y9naRhjBQpSznwcMweYlA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*g0ecaPxm1waaLpH3L1ApIg.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*gX05oF2EqEaIIvAGfiekgg.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*sZzyEUcJi4d34qSeI625Ew.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*jh6tafnItjxQJqb6fw7DTg.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*CPxfPByc-2HpAp77C58xxw.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-16--6e731d.md,"https://cdn-images-1.medium.com/max/800/1*DryFHuPpaHpFD0-eg8wDcw.gif",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*xwBU6xUxSfy0QFmIdq3m1g.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*cT-QR-nn0IcQbx0uHOq-uw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*D7RuROp-QiJC6AXhtl4HuQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*qsvFfJmXIPOeZKp4VKE3nw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*tT2Bbr_6WVcYAoxqJ3B6Hg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*ymrMX69cxInYZs3d0n-bEA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*_feS80Tt5z80dOvh1hP-dQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*VMJlX73Sk5vIXK9pPMm-Sg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*yA1mWLbRWsVBXNwjkhhV5A.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*aw8tA6xAA7MfIAnHS1Sk_w.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*IGshkPNXDILXoYWEeNOKOQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*bX46hgTrBbM_gyPXy8lrww.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*FDHTVs2HxE1alNf80qNLvA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*4mjaK-iApkOyW7SNcfGS6w.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-09-22-dynabook-e98ed1.md,"https://cdn-images-1.medium.com/max/800/1*eHkFbylz64lNEL4alG6CfQ.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-10-11-parc-d5dd1e.md,"https://cdn-images-1.medium.com/max/800/0*LCQEt2iREOadmUPS.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-10-11-parc-d5dd1e.md,"https://cdn-images-1.medium.com/max/800/0*3c0HoAjzBJPfjrBs.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-10-11-parc-d5dd1e.md,"https://cdn-images-1.medium.com/max/800/0*zZmSedJelkHZi3Td.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-11-18--e66ae8.md,"https://cdn-images-1.medium.com/max/800/1*uxkY2WbL7uGpaoPsvlNjtw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-11-21-1968-b2ec02.md,"https://cdn-images-1.medium.com/max/800/1*5P9o6zosxWfGfZgs1cJjyg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-11-21-1968-b2ec02.md,"https://cdn-images-1.medium.com/max/800/1*AULS7_eYClAUqPcUHrZthg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-11-29-1969-357abf.md,"https://cdn-images-1.medium.com/max/1200/1*eUmSLw_doUd5xFi9Api6wA.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-10--1de9a6.md,"https://cdn-images-1.medium.com/max/1200/1*ErtzYBRbd-nf87BHOcOTVg.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-11-doug-engelbartthe-mother-of-all-demos-3c3da1.md,"https://cdn-images-1.medium.com/max/1200/1*T3dB5FdEtu4aRLG5rRO6kw.jpeg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*LPMsqiQbOSAQwpnE.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*8zRltyQm6skLC-Xz.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*anzPc6wFtq54yw0u.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*-6PxbQMIXJFbwZkk.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*PUnqC--ZLlDiPZ5M.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
2018-12-26--f11350.md,"https://cdn-images-1.medium.com/max/800/0*N5BLSuJIMN3w5TWx.jpg",html_img,cdn-images-1.medium.com,true,true,timeout,timeout,timeout,high,"Error: timeout"
